codigo,tipo,nombre,deporte,direccion,telefono,municipio,departamento,paginaweb,email,ubicacion,razonsocial,claseubicacion,localidadcomuna,descripcion,latitud,longitud,urlimagen
899,ESCENARIO,CANCHA MULTIPLE INSTITUCION EDUCATIVA FOCO ROJO,Deportivo,BARRIO OLAYA SECTOR FOCO ROJO,0,CARTAGENA DE INDIAS,BOLIVAR,focorojo12009@hotmail.com,focorojo12009@hotmail.com,Establecimiento educativo,INSTITUCION EDUCATIVA FOCO ROJO,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 5,CANCHA MULTIPLE,10.408907,-75.5023385,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/202.png
1387,ESCENARIO,CANCHA DE VOLEIBOL UNIDAD DEPORTIVA EL JARDIN,Deportivo,BARRIO EL JARDIN PRIMERA ETAPA,3147606,PEREIRA,RISARALDA,areaescenarios@hotmail.com,areaescenarios@hotmail.com,Otro,SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE,Zona Urbana,COMUNA EL JARDIN,CANCHA VOLEIBOL,4.809849667,-75.71465383,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\79.png
1915,ESCENARIO,CANCHA DE MICROFUTBOL DEL COLEGIO INEM JORGE ISACCS,Recreativo y Educación Fisíca,KR 5 NORTE N?6N-126,4470128,CALI,VALLE DEL CAUCA,www.inem.com,www.inem.com,Establecimiento educativo,COLEGIO INEM JORGE ISACCS,Zona Urbana,COMUNA CUATRO,CANCHA DE MICROFUTBOL,3.481433563,-76.50264455,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/435.png
795,ESCENARIO,"CANCHA DE BEISBOL """"JOSE VARGAS"""" DEL BARRIO LA VICTORIA",Deportivo,KR 10 E CON CL 45 ESQUINA,3623999,BARRANQUILLA,ATLANTICO,atencioalciudadano@barranquilla.gov.co,atencioalciudadano@barranquilla.gov.co,Otro,SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA,Zona Urbana,SIN COMUNAS,"ESTADIO MENOR DE BEISBOL """"JOSE VARGAS""",10.95251067,-74.798857,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/227.png
1265,ESCENARIO,CANCHA DE TENIS N° 3 DEL CERCUN,Deportivo,CL 17A 19-63,7491820,FUSAGASUGÁ,CUNDINAMARCA,www.fusagasuga-cundinamarca.gov.co,www.fusagasuga-cundinamarca.gov.co,Complejo deportivo,CENTRO DE RENDIMIENTO DEPORTIVO DE CUNDINAMARCA CERCUN,Zona Urbana,SIN COMUNAS,CANCHA DE TENIS N? 3,4.337039667,-74.37303367,http://www.visorgeocoldeportes.gov.co/images/escenarios/25290/27.png
780,ESCENARIO,CENTRO DE NATACION CRUZ ROJA SECCIONAL ATLANTICO,Deportivo,CL 65 N? 34-33,3605636,BARRANQUILLA,ATLANTICO,yelena.arellano@cruzrojaatlantico.org,yelena.arellano@cruzrojaatlantico.org,Otro,CRUZ ROJA COLOMBIANA SECCIONAL ATLANTICO,Zona Urbana,SIN COMUNAS,PISCINA,10.9824125,-74.802941,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/191.png
230,LIGAS,LIGA DE PATINAJE DE ATLANTICO,PATINAJE,KR 49C N° 96A-84,3782825,BARRANQUILLA,ATLANTICO,lhpa2009@hotmail.com,lhpa2009@hotmail.com,,,,,,11.00744967,-74.82927056,
581,LIGAS,LIGA DE BOLOS DE RISARALDA,BOLOS,CL 9 N 21-85,3155345010,PEREIRA,RISARALDA,http://www.risaraldabolo.com/,http://www.risaraldabolo.com/,,,,,,4.801479546,-75.68688155,
2193,ESCENARIO,CANCHA DE TENIS DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,CANCHA DE TENIS,3.366491891,-76.54597476,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/713.png
1579,ESCENARIO,CANCHA MULTIPLE N°1 DE LA ESCUELA SAN LUIS,Recreativo y Educación Fisíca,CL 72 N? 1B 3,0,CALI,VALLE DEL CAUCA,0,0,Establecimiento educativo,ESCUELA SAN LUIS,Zona Urbana,COMUNA SEIS,CANCHA MULTIPLE,3.47862199,-76.4861077,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/99.png
2156,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO LOS FARALLONES,Recreativo y Deportivo,CL 1BIS N? 71-60,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECIOCHO,CANCHA DE BALONCESTO,3.392047141,-76.55269049,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/676.png
1551,ESCENARIO,CANCHA MULTIPLE N 3 DE LA UNIDAD DEPORTIVA CALIMIO,Recreativo,CL 76 N? 1A2-00,4403777,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo deportivo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA SEIS,CANCHA MULTIPLE,3.4905324,-76.48502083,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/71.png
2322,ESCENARIO,CANCHA MULTIPLE DEL BARRIO SAN JUDAS TADEO,Recreativo y Deportivo,CL 18A CON KR 49A,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIEZ,CANCHA MULTIPLE,3.406560199,-76.52373365,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/842.png
478,LIGAS,LIGA DE BEISBOL DEL MAGDALENA,BEISBOL,KR 2 N° 14-17 EDIF TAIROMAKA APTO 501 EL RODADERO,,SANTA MARTA,MAGDALENA,lidemagd@hotmail.com,lidemagd@hotmail.com,,,,,,11.24515041,-74.21321848,
2095,ESCENARIO,CANCHA DE VOLEIBOL DEL CLUB SOCIAL Y DEPORTIVO TEQUENDAMA,Recreativo y Deportivo,KR 53 N? 7-111,5131594,CALI,VALLE DEL CAUCA,clubtequendama2@hotmail.com,clubtequendama2@hotmail.com,Club,CLUB SOCIAL Y DEPORTIVO TEQUENDAMA,Zona Urbana,COMUNA DIECINUEVE,CANCHA DE VOLEIBOL,3.413310365,-76.54560886,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/615.png
1252,ESCENARIO,CANCHA MULTIPLE BARRIO EL EDEN,Recreativo y Deportivo,ENTRE CL 34 Y 35 CON KR 17 BARRIO EDEN,3205071886,MONTERÍA,CORDOBA,www.monteria-cordoba.gov.co,www.monteria-cordoba.gov.co,Otro,ALCALDIA DE MONTERIA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,8.7522785,-75.87396383,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/81.png
337,LIGAS,LIGA DE TENIS DE CALDAS,TENIS,KR 25 62-70,,MANIZALES,CALDAS,litenismanizales@hotmail.com,litenismanizales@hotmail.com,,,,,,5.055741296,-75.48889547,
290,LIGAS,LIGA DE FUTBOL DE BOLIVAR,FUTBOL,ESTADIO DE BEISBOL 11 DE N°VIEMBRE- 2DO PISO,,CARTAGENA DE INDIAS,BOLIVAR,lifutbolbolivar2011@hotmail.com,lifutbolbolivar2011@hotmail.com,,,,,,10.40378685,-75.49536573,
1128,ESCENARIO,CANCHA MULTIPLE DEL BARRIO LOS COMUNEROS,Deportivo,KR 23 BIS CON CL 7SUR,0,SOGAMOSO,BOYACA,,,Otro,MUNICIPIO DE SOGAMOSO,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.717448833,-72.94037617,http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/9.png
804,ESCENARIO,CANCHA MULTIPLE LOS BURROS DEL BARRIO EL CARMEN,Deportivo,KR 19 CON CL 49,3243948,BARRANQUILLA,ATLANTICO,atencioalciudadano@barranquilla.gov.co,atencioalciudadano@barranquilla.gov.co,Otro,SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,10.96389017,-74.79854533,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/247.png
1181,ESCENARIO,CANCHA MULTIPLE DEL BARRIO MARMATO,Deportivo,KR 29 CON CL 25,8720636,MANIZALES,CALDAS,secdesa@alcaldiamanizales.gov.co,secdesa@alcaldiamanizales.gov.co,Otro,SECRETARIA DE DEPORTES - ALCALDIA DE MANIZALES,Zona Urbana,COMUNA DIEZ,CANCHA MULTIPLE,5.063346833,-75.515347,http://www.visorgeocoldeportes.gov.co/images/escenarios/17001/131.png
276,LIGAS,LIGA DE TEJO DE BOGOTA,TEJO,COLISEO SALITRE AV 68 CL 63,,BOGOTÁ D.C.,BOGOTÁ D.C.,,,,,,,,4.666856066,-74.0958151,
1942,ESCENARIO,CANCHA DE BALONCESTO DEL PARQUE RECREATIVO VILLA DEL SOL,Recreativo y Deportivo,KR 1A6 CON CL 62A,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo recreativo,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA CINCO,CANCHA DE BALONCESTO,3.480770238,-76.49498759,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/462.png
663,LIGAS,LIGA DE SAMBO DEL TOLIMA,SAMBO,KR 6 N° 28-39,32025753781,IBAGUÉ,TOLIMA,litolsambo@gmail.com,litolsambo@gmail.com,,,,,,4.440759571,-75.22406081,
799,ESCENARIO,CANCHA MULTIPLE BARRIO LOS ANDES,Deportivo,CL 64 CON KR 24B,3243948,BARRANQUILLA,ATLANTICO,atencioalciudadano@barranquilla.gov.co,atencioalciudadano@barranquilla.gov.co,Otro,SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,10.97234883,-74.80553633,http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/236.png
43,CLUBES,CLUB DEPORTIVO AGUILAS CALI,PARACAIDISMO,TV 41C N° 95-02 LOS ANDES,,BOGOTÁ D.C.,BOGOTÁ D.C.,,miguel_p_8@hotmail.com,,,,,,4.684507345,-74.06809637,
588,LIGAS,LIGA DE JIUJITSU DE RISARALDA,JIUJITSU,COLISEO MAYOR RAFAEL CUARTAS GAVIRIA,3103987128,PEREIRA,RISARALDA,rubiandavid@yahoo.es,rubiandavid@yahoo.es,,,,,,4.815251981,-75.70918185,
2264,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO OLIMPICO,Recreativo y Deportivo,CL 12 37,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIEZ,CANCHA DE BALONCESTO,3.420854699,-76.53298524,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/784.png
1377,ESCENARIO,CANCHA AUXILIAR N° 1 VOLEIBOL ESTADIO,Deportivo,SECTOR ESTADIO,3147606,PEREIRA,RISARALDA,areaescenarios@hotmail.com,areaescenarios@hotmail.com,Complejo deportivo,SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE,Zona Urbana,COMUNA OLIMPICA,CANCHA AUXILIAR DE VOLEIBOL,4.804096333,-75.75320933,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\42.png
645,LIGAS,LIGA DE TEJO DE SUCRE,TEJO,CL 25B N° 13-72,3173942175,SINCELEJO,SUCRE,nikatejo@hotmail.com,nikatejo@hotmail.com,,,,,,9.296763208,-75.4021276,
402,LIGAS,LIGA DE JUDO DE CORDOBA,JUDO,AV CIRCUNVALAR CON CL 22A COLISEO MIGUEL HAPPY LORA,3162667469,MONTERÍA,CORDOBA,judocordoba@hotmail.com,judocordoba@hotmail.com,,,,,,8.747100675,-75.88146994,
755,LIGAS,LIGA DE BOXEO DE AMAZONAS,BOXEO,KR 8 N° 13-50,,LETICIA,AMAZONAS,,,,,,,,-4.208406865,-69.94110298,
378,LIGAS,LIGA DE BALONCESTO DEL CAUCA,BALONCESTO,COLISEO CUBIERTO LA ESTANCIA,,POPAYÁN,CAUCA,esperanzabaloncesto@hotmail.com,esperanzabaloncesto@hotmail.com,,,,,,2.451101847,-76.59810697,
1378,ESCENARIO,CANCHA AUXILIAR N° 3 DE MICROFUTBOL ESTADIO,Deportivo,SECTOR ESTADIO,3147606,PEREIRA,RISARALDA,areaescenarios@hotmail.com,areaescenarios@hotmail.com,Complejo deportivo,SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE,Zona Urbana,COMUNA OLIMPICA,CANCHA AUXILIAR DE MICROFUTBOL,4.805247333,-75.753235,http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\50.png
128,FEDERACIONES,FEDERACION DE TENIS DE MESA,TENIS DE MESA,KR 7 32-16 PISO 8,3500572,BOGOTÁ D.C.,BOGOTÁ D.C.,,fctmcolombia@yahoo.es,,,,,,4.619097,-74.0678981,
133,FEDERACIONES,FEDERACION DE PELOTA A MANO CHAZA,PELOTA A MANO CHAZA,CL 2A SUR 27-39 BARRIO EL EDEN,,PASTO,NARIÑO,,,,,,,,1.2092219,-77.2920344,
1117,ESCENARIO,CANCHA MULTIPLE DEL BARRIO 20 DE JULIO,Deportivo,CL 28 CON KR 14,3167862930,TUNJA,BOYACA,,,Otro,JUNTA DE ACCION COMUNAL DEL BARRIO 20 DE JULIO,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.5420335,-73.3625875,http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/154.png
1608,ESCENARIO,CANCHA DE FUTBOL  DEL BARRIO SAN MARINO,Recreativo y Deportivo,KR 7 B BIS CL 66,5566684,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI,Zona Urbana,COMUNA SIETE,CANCHA DE FUTBOL,3.463454409,-76.4882511,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/128.png
1194,ESCENARIO,CANCHA FUTBOL ADEMACOR,Deportivo,CL 12A KR 8A-19 BARRIO BUENAVISTA,7835630,MONTERÍA,CORDOBA,ademacor08@gmail.com,ademacor08@gmail.com,Otro,ASOCIACION DE MAESTROS DE CORDOBA ADEMACOR,Zona Urbana,SIN COMUNAS,CANCHA DE FUTBOL,8.745282988,-75.88940751,http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/4.png
214,LIGAS,LIGA DE ESGRIMA DE ATLANTICO,ESGRIMA,KR 70 N° 84-157 CENTRO DEPORTIVO,,BARRANQUILLA,ATLANTICO,,,,,,,,11.0164028,-74.81115959,
596,LIGAS,LIGA DE TENIS DE RISARALDA,TENIS,KR 25 86-142,,PEREIRA,RISARALDA,tenisligarisaralda@hotmail.com,tenisligarisaralda@hotmail.com,,,,,,4.803411981,-75.75023797,
1182,ESCENARIO,CANCHA DE BALONCESTO DE LA LEONARDO DA VINCI PRIMARIA,Recreativo y Deportivo,KR 32A 32-50,8832317,MANIZALES,CALDAS,secdesa@alcaldiamanizales.gov.co,secdesa@alcaldiamanizales.gov.co,Establecimiento educativo,COLEGIO LEONARDO DA VINCI,Zona Urbana,COMUNA DIEZ,CANCHA DE BALONCESTO,5.061101667,-75.511249,http://www.visorgeocoldeportes.gov.co/images/escenarios/17001/132.png
1129,ESCENARIO,CANCHA MULTIPLE N° 1 DEL COLEGIO LICEO DE LA PRESENTACION,Deportivo,KR 24 4-58,7727357,SOGAMOSO,BOYACA,info@controlacademico.com,info@controlacademico.com,Establecimiento educativo,LICEO LA PRESENTACION,Zona Urbana,SIN COMUNAS,CANCHA MULTIPLE,5.714497562,-72.94242042,http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/10.png
2009,ESCENARIO,CANCHA DE MICROFUTBOL DE LA UNIVERSIDAD DEL VALLE,Recreativo y Educación Fisíca,CL 13 N? 100-00,3315193,CALI,VALLE DEL CAUCA,cesar.bolanos@univalle.edu.co,cesar.bolanos@univalle.edu.co,Universidad o centro de educaci? superior,UNIVERSIDAD DEL VALLE,Zona Urbana,COMUNA DIECISIETE,CANCHA DE MICROFUTBOL,3.372640811,-76.53181657,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/529.png
718,LIGAS,LIGA DE PATINAJE DE CASANARE,PATINAJE,CL 31 N° 19-05 SENDEROS DE ARAGUA CASA G4,6354441,YOPAL,CASANARE,linpatincasanare@hotmail.com,linpatincasanare@hotmail.com,,,,,,5.32922007,-72.39241838,
252,LIGAS,LIGA DE BOXEO DE BOGOTA,BOXEO,UNIDAD DEPORTIVA EL SALITRE,,BOGOTÁ D.C.,BOGOTÁ D.C.,,,,,,,,4.666062242,-74.09424023,
2461,ESCENARIO,CANCHA MICRO FUTBOL DEL BARRIO CALIXTO SECTOR 2,Recreativo y Deportivo,CL 72 CON TV 28E,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA TRECE,CANCHA DE MICROFUTBOL,3.425922929,-76.49934617,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/981.png
1052,ESCENARIO,CANCHA DE VOLEIBOL ESTACION DE BOMBEROS BARRIO BOCAGRANDE,Deportivo,AV BLAS DE LEZO KR2 N? 15-42 SECTOR EL LIMBO,0,CARTAGENA DE INDIAS,BOLIVAR,www.secinterior.cartagena.gov.co,www.secinterior.cartagena.gov.co,Establecimiento educativo,BOMBEROS DE CARTAGENA,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 1,CANCHA DE VOLEIBOL,10.417829,-75.55173367,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/438.png
369,LIGAS,LIGA DE PATINAJE DE CAQUETA,PATINAJE,CL 20 N°11-14 LA INMACULADA,,FLORENCIA,CAQUETA,lipatinca@hotmail.com,lipatinca@hotmail.com,,,,,,1.620444914,-75.61393276,
242,LIGAS,LIGA DE TIRO CON ARCO DE BOGOTA,TIRO CON ARCO,CL 63 47-06,,BOGOTÁ D.C.,BOGOTÁ D.C.,,,,,,,,4.654040361,-74.08425771,
2429,ESCENARIO,CANCHA MICRO FUTBOL DEL BARRIO SINDICAL,Recreativo y Deportivo,KR 28D CON CL 50,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DOCE,CANCHA DE MICROFUTBOL,3.43007221,-76.50181932,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/949.png
2259,ESCENARIO,CANCHA DE FUTBOL DE LA UNIDAD RECREATIVA OLIMPICO,Recreativo,KR 36A 12 01,3364455,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo deportivo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA DIEZ,CANCHA DE FUTBOL,3.421884652,-76.53182926,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/779.png
2051,ESCENARIO,PISCINA INFANTIL DE LA UNIDAD RECREATIVA LOS CASTORES,Recreativo,CL 11 N? 41A-36,6830261,CALI,VALLE DEL CAUCA,urloscastores@yahoo.es,urloscastores@yahoo.es,Complejo deportivo,UNIDAD RECREATIVA LOS CASTORES,Zona Urbana,COMUNA DIEZ,PISCINA INFANTIL,3.417802591,-76.53513642,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/571.png
2392,ESCENARIO,CANCHA DE VOLEIBOL DE LA INSTITUCION EDUCAJOSE MARIA CARBONELL,Recreativo y Educación Fisíca,CL 13 N?32 89,4854553,CALI,VALLE DEL CAUCA,josemariacarbonell@cali.edu.co,josemariacarbonell@cali.edu.co,Establecimiento educativo,INSTITUCION EDUCATIVA JOSE MARIA CARBONELL,Zona Urbana,COMUNA DIEZ,CANCHA DE VOLEIBOL,3.424408709,-76.53021271,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/912.png
2374,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO CRISTO MAESTRO,Recreativo y Deportivo,KR 41F CON CL 44,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECISEIS,CANCHA DE BALONCESTO,3.408753703,-76.50815326,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/894.png
1706,ESCENARIO,CANCHA DE MICROFUTBOL DEL PARQUE  DE LA CA?A,Recreativo,KR 8 N? 39 01,0,CALI,VALLE DEL CAUCA,www.cprcali.org,www.cprcali.org,Complejo recreativo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA SIETE,CANCHA DE MICROFUTBOL,3.455756915,-76.50867987,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/226.png
58,CLUBES,ESCUDERIA LOS TOPOS,AUTOMOVILISMO,KR 39A N°16B-28,727232829,PASTO,NARIÑO,,alvaro261hotmail.com/adelar1945@hot,,,,,,1.222238971,-77.28730985,
2190,ESCENARIO,CANCHA DE TENIS DEL CLUB CAMPESTRE DE CALI,Recreativo y Deportivo,CL 5A CON KR 100,3336000,CALI,VALLE DEL CAUCA,directorrh@campestrecali.org,directorrh@campestrecali.org,Club,CLUB CAMPESTRE DE CALI,Zona Urbana,COMUNA VEINTIDOS,CANCHA DE TENIS,3.366802014,-76.54614211,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/710.png
1043,ESCENARIO,CANCHA DE BALONCESTO COLEGIO SALESIANO SAN PEDRO CLAVER,Deportivo,CENTRO PLAZOLETA DE LAS BOVEDAS,6660049,CARTAGENA DE INDIAS,BOLIVAR,www.salesianoscartagena.edu.co,www.salesianoscartagena.edu.co,Establecimiento educativo,COLEGIO SALESIANO SAN PEDRO CLAVER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 1,CANCHA DE BALONCESTO,10.42930162,-75.54641614,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/416.png
344,LIGAS,LIGA DE ESGRIMA DE CALDAS,ESGRIMA,CL 70B N° 23B-179,,MANIZALES,CALDAS,ligacaldensedeesgrima@hotmail.com,ligacaldensedeesgrima@hotmail.com,,,,,,5.0500738,-75.4845475,
393,LIGAS,LIGA DE BALONCESTO DE CESAR,BALONCESTO,COLISEO JULIO MONSALVO CASTILLA,3157414602,VALLEDUPAR,CESAR,libacesar@hotmail.com,libacesar@hotmail.com,,,,,,10.4740032,-73.26192452,
2329,ESCENARIO,CANCHA DE BALONCESTO DEL POLIDEPORTIVO VILLA DEL SUR,Recreativo y Deportivo,KR 26B CON CL 48,3352295,CALI,VALLE DEL CAUCA,villadelsur@cprcali.org,villadelsur@cprcali.org,Complejo recreativo,CORPORACION PARA LA RECREACION POPULAR,Zona Urbana,COMUNA ONCE,CANCHA DE BALONCESTO,3.413515121,-76.51962069,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/849.png
1319,ESCENARIO,CANCHA DE FUTBOL DEL BARRIO KENNEDY,Deportivo,BARRIO KENNEDY MZ 31,8307112,GIRARDOT,CUNDINAMARCA,deportesgirardot@hotmail.com,deportesgirardot@hotmail.com,Otro,JUNTA DE ACCION COMUNAL BARRIO KENNDY,Zona Urbana,SIN COMUNAS,CANCHA DE FUTBOL,4.313688362,-74.79147109,http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/30.png
1171,ESCENARIO,PISTA ATLETICA PALOGRANDE,Recreativo y Deportivo,AVENIDA PARALELA CON CL 62 PUERTA 18,8813482,MANIZALES,CALDAS,contacto@oncecaldas.com.co,contacto@oncecaldas.com.co,Complejo deportivo,FUNDACION ONCE CALDAS,Zona Urbana,COMUNA OCHO,PISTAS DE ATLETISMO,5.057241818,-75.49040088,http://www.visorgeocoldeportes.gov.co/images/escenarios/17001/121.png
883,ESCENARIO,CANCHA DE SQUASH N° 5 COMPLEJO RAQUETERO,Deportivo,AV EL LAGO KR 29B N? 17-22 PIE DE LA POPA,0,CARTAGENA DE INDIAS,BOLIVAR,www.idercartagenadeindias.info.co,www.idercartagenadeindias.info.co,Complejo deportivo,INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER,Zona Urbana,UNIDAD COMUNERA DE GOBIERNO 2,CANCHA DE SQUASH,10.41935367,-75.53838917,http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/186.png
566,LIGAS,LIGA DE LEVANTAMIENTO DE PESAS DE QUINDIO,LEVANTAMIENTO DE PESAS,POLIDEPORTIVO CAFETERO  KR 15 ENTRE CL 25 Y 26,,ARMENIA,QUINDIO,bibian273@hotmail.com,bibian273@hotmail.com,,,,,,4.530938456,-75.67699507,
1155,ESCENARIO,CANCHA MULTIPLE DEL COLEGIO ATANASIO GIRARDOT FATIMA,Deportivo,CL 67 30C-33 BARRIO FATIMA,8875772,MANIZALES,CALDAS,colegioatanasiogirardot@colombia.com,colegioatanasiogirardot@colombia.com,Establecimiento educativo,COLEGIO ATANASIO GIRARDOT,Zona Urbana,COMUNA NUEVE,CANCHA MULTIPLE,5.052526321,-75.49508486,http://www.visorgeocoldeportes.gov.co/images/escenarios/17001/175.png
2229,ESCENARIO,SALA DE LUCHA LIBRE DE LA UNIDAD DEPORTIVA ALBERTO GALINDO,Deportivo,CL 4 CON KR 52,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Complejo deportivo,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECINUEVE,SALA DE LUCHA LIBRE,3.413091791,-76.55193618,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/749.png
2372,ESCENARIO,CANCHA DE BALONCESTO DEL BARRIO REPUBLICA DE ISRRAEL,Recreativo y Deportivo,KR 43 CON CL 46,5566409,CALI,VALLE DEL CAUCA,oscar.guerrero@cali.gov.co,oscar.guerrero@cali.gov.co,Otro,SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI,Zona Urbana,COMUNA DIECISEIS,CANCHA DE BALONCESTO,3.4051163,-76.51076958,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/892.png
1863,ESCENARIO,CANCHA DE VOLEIBOL DEL COLEGIO SAN LUIS DE GONZAGA,Recreativo y Educación Fisíca,AV 10 NORTE N?14N-85,6611565,CALI,VALLE DEL CAUCA,www.colegiosanluisgonzaga.edu.co,www.colegiosanluisgonzaga.edu.co,Establecimiento educativo,COLEGIO SAN LUIS DE GONZAGA,Zona Urbana,COMUNA DOS,CANCHA DE VOLEIBOL,3.460696956,-76.53584261,http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/383.png
1479,ESCENARIO,CANCHA DE FUTBOL DEL BARRIO POPULAR,Recreativo y Deportivo,KR 4D SUR CL 28 BARRIO POPULAR,2700403,IBAGUÉ,TOLIMA,carangel77@hotmail.com,carangel77@hotmail.com,Complejo deportivo,GRANJA LAS BRISAS,Zona Urbana,COMUNA ONCE,CANCHA DE FUTBOL,4.427901,-75.23034917,http://www.visorgeocoldeportes.gov.co/images/escenarios/73001/55.png
